Bairro;Valor;Area;Tipo;Suíte;Quarto;Vaga
asa-norte;215503.0;25.0;Kitnet;;1.0;1.0
asa-norte;320000.0;42.0;Apartamento;1.0;1.0;
asa-norte;860000.0;80.0;Apartamento;;2.0;1.0
asa-norte;165000.0;27.0;Apartamento;;1.0;
asa-norte;1190000.0;103.0;Apartamento;1.0;3.0;1.0
asa-norte;560000.0;68.0;Apartamento;1.0;2.0;
asa-norte;1365000.0;123.0;Apartamento;1.0;3.0;1.0
asa-norte;425000.0;67.0;Apartamento;;2.0;
asa-norte;494000.0;42.0;Apartamento;;1.0;1.0
asa-norte;1299900.0;119.0;Apartamento;1.0;3.0;1.0
asa-norte;649000.0;75.0;Apartamento;;3.0;
asa-norte;335000.0;49.0;Apartamento;;1.0;
asa-norte;120000.0;20.0;Kitnet;;1.0;
asa-norte;670860.0;40.0;Apartamento;1.0;1.0;1.0
asa-norte;1660000.0;158.0;Apartamento;2.0;4.0;2.0
asa-norte;2100000.0;166.0;Apartamento;1.0;4.0;2.0
asa-norte;1350000.0;140.0;Apartamento;2.0;2.0;2.0
asa-norte;990000.0;161.0;Casa;1.0;3.0;2.0
asa-norte;594000.0;39.0;Apartamento;1.0;1.0;1.0
asa-norte;205000.0;30.0;Kitnet;;1.0;
asa-norte;130000.0;29.0;Apartamento;1.0;1.0;
asa-norte;180000.0;27.0;Apartamento;;1.0;
asa-norte;1400000.0;131.0;Apartamento;1.0;3.0;1.0
asa-norte;1299000.0;123.0;Apartamento;1.0;3.0;1.0
asa-norte;280000.0;43.0;Kitnet;;1.0;
asa-norte;1050000.0;111.0;Apartamento;1.0;3.0;1.0
asa-norte;220000.0;29.0;Kitnet;;1.0;
asa-norte;450000.0;31.0;Apartamento;1.0;1.0;2.0
asa-norte;1380000.0;220.0;Casa;1.0;3.0;3.0
asa-norte;850000.0;76.0;Apartamento;1.0;3.0;
asa-norte;267965.0;29.0;Kitnet;1.0;1.0;1.0
asa-norte;1079000.0;80.0;Apartamento;1.0;2.0;1.0
asa-norte;1490000.0;135.0;Apartamento;1.0;4.0;1.0
asa-norte;1145000.0;74.0;Apartamento;1.0;2.0;2.0
asa-norte;1723000.0;127.0;Apartamento;3.0;3.0;3.0
asa-norte;749500.0;91.0;Apartamento;1.0;3.0;
asa-norte;2000000.0;163.0;Apartamento;2.0;3.0;
asa-norte;290000.0;42.0;Apartamento;;1.0;
asa-norte;2200000.0;194.0;Apartamento;2.0;4.0;2.0
asa-sul;2200000.0;175.0;Apartamento;1.0;3.0;1.0
asa-sul;1270000.0;154.0;Apartamento;1.0;3.0;
asa-sul;1550000.0;178.0;Apartamento;1.0;3.0;
asa-sul;1490000.0;293.0;Casa;1.0;4.0;4.0
asa-sul;895000.0;100.0;Apartamento;;2.0;
asa-sul;628504.0;48.0;Apartamento;1.0;1.0;1.0
asa-sul;2300000.0;480.0;Casa;4.0;5.0;2.0
asa-sul;1450000.0;247.0;Casa;2.0;7.0;2.0
asa-sul;1300000.0;85.0;Apartamento;;3.0;1.0
asa-sul;1900000.0;170.0;Apartamento;1.0;4.0;1.0
asa-sul;1700000.0;476.0;Casa;3.0;5.0;1.0
asa-sul;560000.0;56.0;Apartamento;;1.0;1.0
asa-sul;230000.0;26.0;Kitnet;;1.0;
asa-sul;1400000.0;154.0;Apartamento;1.0;3.0;
asa-sul;550000.0;60.0;Apartamento;;2.0;
asa-sul;1250000.0;104.0;Apartamento;2.0;3.0;1.0
asa-sul;1595000.0;120.0;Apartamento;1.0;3.0;1.0
asa-sul;360000.0;54.0;Apartamento;;1.0;
asa-sul;412000.0;35.0;Apartamento;1.0;1.0;
asa-sul;1250000.0;320.0;Casa;2.0;4.0;1.0
asa-sul;1215000.0;108.0;Apartamento;1.0;3.0;1.0
asa-sul;2200000.0;158.0;Apartamento;2.0;3.0;1.0
asa-sul;1050000.0;54.0;Apartamento;1.0;1.0;1.0
asa-sul;1650000.0;172.0;Apartamento;1.0;3.0;1.0
asa-sul;1450000.0;348.0;Casa;1.0;4.0;1.0
asa-sul;1790000.0;178.0;Apartamento;1.0;4.0;1.0
asa-sul;490000.0;63.0;Apartamento;;3.0;
asa-sul;2000000.0;160.0;Apartamento;1.0;3.0;1.0
asa-sul;495000.0;57.0;Apartamento;1.0;2.0;
asa-sul;1270000.0;134.0;Apartamento;;3.0;
asa-sul;1280000.0;160.0;Apartamento;;3.0;
asa-sul;1900000.0;170.0;Apartamento;1.0;4.0;1.0
asa-sul;1240000.0;100.0;Apartamento;1.0;2.0;1.0
asa-sul;300000.0;48.0;Apartamento;1.0;1.0;
asa-sul;1297000.0;279.0;Casa;1.0;5.0;2.0
asa-sul;1250000.0;170.0;Casa;1.0;3.0;1.0
asa-sul;820000.0;85.0;Apartamento;1.0;2.0;
asa-sul;1290000.0;140.0;Apartamento;1.0;3.0;
asa-sul;880000.0;80.0;Apartamento;3.0;3.0;
asa-sul;1900000.0;156.0;Apartamento;1.0;4.0;1.0
asa-sul;520000.0;50.0;Apartamento;1.0;1.0;
asa-sul;2500000.0;236.0;Apartamento;1.0;3.0;1.0
jardim-botanico;980000.0;254.0;Casa;3.0;3.0;2.0
jardim-botanico;1100000.0;237.0;Casa;3.0;3.0;2.0
jardim-botanico;1200000.0;533.0;Casa;2.0;4.0;4.0
jardim-botanico;1750000.0;530.0;Casa;4.0;4.0;2.0
jardim-botanico;2325000.0;300.0;Casa;4.0;4.0;3.0
jardim-botanico;2400000.0;450.0;Casa;3.0;3.0;4.0
jardim-botanico;1490000.0;380.0;Casa;2.0;5.0;4.0
jardim-botanico;1850000.0;750.0;Casa;4.0;4.0;
jardim-botanico;3288000.0;500.0;Casa;2.0;6.0;4.0
jardim-botanico;850000.0;330.0;Casa;2.0;4.0;2.0
jardim-botanico;1250000.0;430.0;Casa;4.0;4.0;4.0
jardim-botanico;3100000.0;800.0;Casa;4.0;4.0;4.0
jardim-botanico;1390000.0;300.0;Casa;3.0;3.0;2.0
jardim-botanico;1790000.0;400.0;Casa;2.0;4.0;4.0
jardim-botanico;1700000.0;540.0;Casa;3.0;4.0;3.0
jardim-botanico;2490000.0;502.0;Casa;4.0;4.0;
jardim-botanico;1150000.0;600.0;Casa;4.0;4.0;6.0
jardim-botanico;1700000.0;350.0;Casa;3.0;3.0;3.0
jardim-botanico;2250000.0;421.0;Casa;2.0;4.0;3.0
jardim-botanico;2680000.0;450.0;Casa;3.0;4.0;4.0
jardim-botanico;1090000.0;300.0;Casa;3.0;3.0;4.0
jardim-botanico;2720000.0;490.0;Casa;4.0;5.0;2.0
jardim-botanico;2500000.0;475.0;Casa;4.0;4.0;4.0
jardim-botanico;1540000.0;200.0;Casa;3.0;3.0;2.0
jardim-botanico;980000.0;800.0;Casa;5.0;6.0;6.0
jardim-botanico;1650000.0;450.0;Casa;5.0;5.0;2.0
jardim-botanico;1147000.0;320.0;Casa;3.0;4.0;4.0
jardim-botanico;1600000.0;582.0;Casa;2.0;5.0;4.0
jardim-botanico;1250000.0;350.0;Casa;1.0;3.0;2.0
jardim-botanico;870000.0;250.0;Casa;1.0;2.0;2.0
jardim-botanico;680000.0;75.0;Casa;;1.0;3.0
jardim-botanico;1200000.0;400.0;Casa;4.0;4.0;3.0
jardim-botanico;1900000.0;500.0;Casa;4.0;4.0;4.0
jardim-botanico;1500000.0;468.0;Casa;3.0;5.0;4.0
jardim-botanico;1040000.0;200.0;Casa;3.0;3.0;2.0
jardim-botanico;3900000.0;770.0;Casa;4.0;4.0;4.0
jardim-botanico;1300000.0;325.0;Casa;3.0;3.0;2.0
jardim-botanico;1200000.0;200.0;Casa;3.0;3.0;2.0
jardim-botanico;1490000.0;300.0;Casa;3.0;3.0;1.0
jardim-botanico;1150000.0;391.0;Casa;3.0;5.0;4.0
jardim-botanico;2220000.0;388.0;Casa;3.0;4.0;6.0
jardim-botanico;2500000.0;400.0;Casa;2.0;4.0;2.0
jardim-botanico;790000.0;380.0;Casa;1.0;4.0;2.0
jardim-botanico;1700000.0;300.0;Casa;3.0;4.0;4.0
jardim-botanico;2790000.0;960.0;Casa;4.0;4.0;9.0
jardim-botanico;1995000.0;340.0;Casa;3.0;3.0;5.0
jardim-botanico;930000.0;230.0;Casa;1.0;3.0;
jardim-botanico;1150000.0;245.0;Casa;1.0;3.0;
jardim-botanico;984000.0;190.0;Casa;2.0;3.0;2.0
jardim-botanico;1920000.0;400.0;Casa;4.0;4.0;3.0
jardim-botanico;1450000.0;270.0;Casa;3.0;3.0;
noroeste;930000.0;74.0;Apartamento;1.0;2.0;2.0
noroeste;1060000.0;76.0;Apartamento;2.0;2.0;1.0
noroeste;2461222.0;224.0;Apartamento;2.0;4.0;3.0
noroeste;2564746.0;194.0;Apartamento;4.0;4.0;4.0
noroeste;2952999.0;215.0;Apartamento;4.0;4.0;5.0
noroeste;1075000.0;78.0;Apartamento;1.0;2.0;2.0
noroeste;2095349.0;143.0;Apartamento;2.0;4.0;3.0
noroeste;535000.0;33.0;Apartamento;;1.0;1.0
noroeste;498000.0;33.0;Apartamento;1.0;1.0;1.0
noroeste;1076929.0;86.0;Apartamento;1.0;2.0;1.0
noroeste;1150000.0;79.0;Apartamento;1.0;2.0;2.0
noroeste;899000.0;68.0;Apartamento;1.0;2.0;1.0
noroeste;1150000.0;79.0;Apartamento;1.0;2.0;2.0
noroeste;2768000.0;215.0;Apartamento;4.0;4.0;5.0
noroeste;2727246.0;196.0;Apartamento;4.0;4.0;4.0
noroeste;1607875.0;109.0;Apartamento;2.0;3.0;2.0
noroeste;3731117.0;336.0;Apartamento;4.0;4.0;4.0
noroeste;2441685.0;194.0;Apartamento;4.0;4.0;4.0
noroeste;2017350.0;142.0;Apartamento;4.0;4.0;3.0
noroeste;2815993.0;210.0;Apartamento;4.0;4.0;4.0
noroeste;2806376.0;196.0;Apartamento;4.0;4.0;4.0
noroeste;962492.0;64.0;Apartamento;1.0;2.0;2.0
noroeste;2767725.0;215.0;Apartamento;4.0;4.0;5.0
noroeste;2441685.0;194.0;Apartamento;4.0;4.0;5.0
noroeste;2107910.0;147.0;Apartamento;;4.0;
noroeste;560000.0;36.0;Apartamento;1.0;1.0;1.0
noroeste;519000.0;34.0;Apartamento;;1.0;1.0
noroeste;3050000.0;298.0;Apartamento;4.0;4.0;4.0
noroeste;510000.0;33.0;Apartamento;;1.0;1.0
noroeste;1446240.0;103.0;Apartamento;1.0;3.0;2.0
noroeste;1404908.0;103.0;Apartamento;1.0;3.0;2.0
noroeste;3050000.0;298.0;Apartamento;4.0;4.0;4.0
noroeste;1411624.0;103.0;Apartamento;1.0;3.0;2.0
noroeste;1992870.0;182.0;Apartamento;1.0;2.0;2.0
noroeste;1145716.0;78.0;Apartamento;1.0;2.0;2.0
noroeste;2441685.0;196.0;Apartamento;4.0;4.0;5.0
noroeste;5600000.0;520.0;Apartamento;4.0;4.0;5.0
noroeste;2461960.0;224.0;Apartamento;1.0;3.0;3.0
noroeste;1450000.0;109.0;Apartamento;1.0;3.0;2.0
noroeste;2693224.0;202.0;Apartamento;3.0;3.0;3.0
noroeste;2195000.0;192.0;Apartamento;;4.0;
noroeste;2441685.0;194.0;Apartamento;4.0;4.0;5.0
noroeste;1090000.0;76.0;Apartamento;2.0;2.0;1.0
noroeste;2300000.0;209.0;Apartamento;1.0;2.0;2.0
noroeste;2254360.0;157.0;Apartamento;;3.0;
noroeste;928219.0;74.0;Apartamento;2.0;2.0;1.0
noroeste;1404908.0;103.0;Apartamento;1.0;3.0;2.0
noroeste;1490000.0;109.0;Apartamento;1.0;3.0;2.0
noroeste;2441685.0;194.0;Apartamento;4.0;4.0;5.0
noroeste;2250000.0;201.0;Apartamento;2.0;3.0;2.0
noroeste;2950000.0;297.0;Apartamento;4.0;4.0;4.0
noroeste;4085717.0;293.0;Apartamento;;4.0;
noroeste;1130000.0;74.0;Apartamento;1.0;2.0;2.0
noroeste;1120000.0;76.0;Apartamento;1.0;2.0;1.0
noroeste;1050000.0;82.0;Apartamento;1.0;2.0;1.0
noroeste;5000000.0;220.0;Apartamento;2.0;2.0;4.0
noroeste;1890000.0;155.0;Apartamento;3.0;3.0;2.0
noroeste;1144655.0;86.0;Apartamento;1.0;2.0;1.0
noroeste;1799000.0;151.0;Apartamento;1.0;4.0;3.0
noroeste;2100000.0;200.0;Apartamento;1.0;3.0;3.0
noroeste;550000.0;44.0;Apartamento;;2.0;2.0
noroeste;410000.0;32.0;Apartamento;1.0;1.0;1.0
noroeste;2500000.0;203.0;Apartamento;3.0;4.0;3.0
noroeste;2988692.0;229.0;Apartamento;3.0;3.0;3.0
lago-norte;1190000.0;131.0;Apartamento;1.0;3.0;1.0
lago-norte;2200000.0;570.0;Casa;4.0;9.0;4.0
lago-norte;756000.0;61.0;Apartamento;1.0;2.0;1.0
lago-norte;2500000.0;380.0;Casa;3.0;4.0;2.0
lago-norte;210000.0;29.0;Kitnet;1.0;1.0;1.0
lago-norte;370000.0;49.0;Apartamento;1.0;2.0;
lago-norte;5390000.0;1440.0;Casa;8.0;9.0;10.0
lago-norte;3200000.0;533.0;Casa;5.0;5.0;4.0
lago-norte;370000.0;38.0;Apartamento;;2.0;1.0
lago-norte;3415000.0;450.0;Casa;2.0;4.0;4.0
lago-norte;3200000.0;533.0;Casa;5.0;5.0;4.0
lago-norte;361670.0;30.0;Kitnet;;1.0;1.0
lago-norte;349000.0;30.0;Apartamento;;1.0;1.0
lago-norte;429900.0;45.0;Apartamento;1.0;1.0;1.0
lago-norte;4500000.0;736.0;Casa;5.0;5.0;8.0
lago-norte;2900000.0;900.0;Casa;3.0;5.0;7.0
lago-norte;2630000.0;847.0;Casa;1.0;4.0;4.0
lago-norte;2850000.0;564.0;Casa;2.0;4.0;4.0
lago-norte;1280000.0;460.0;Casa;2.0;4.0;4.0
lago-norte;2700000.0;650.0;Casa;5.0;5.0;4.0
lago-norte;550000.0;60.0;Apartamento;1.0;1.0;
lago-norte;2500000.0;602.0;Casa;4.0;6.0;4.0
lago-norte;395000.0;48.0;Apartamento;1.0;2.0;
lago-norte;1100000.0;270.0;Casa;1.0;2.0;1.0
lago-norte;1950000.0;400.0;Casa;3.0;4.0;3.0
lago-norte;2425000.0;300.0;Casa;4.0;4.0;2.0
lago-norte;4500000.0;680.0;Casa;3.0;5.0;5.0
lago-norte;3200000.0;441.0;Casa;4.0;4.0;3.0
lago-norte;650000.0;60.0;Apartamento;1.0;1.0;1.0
lago-norte;5450000.0;620.0;Casa;4.0;4.0;3.0
lago-norte;2200000.0;523.0;Casa;5.0;5.0;5.0
lago-norte;6000000.0;1900.0;Casa;4.0;4.0;6.0
lago-norte;580000.0;59.0;Apartamento;;2.0;1.0
lago-norte;190000.0;30.0;Kitnet;;1.0;
lago-norte;1800000.0;351.0;Casa;1.0;5.0;6.0
lago-norte;2800000.0;600.0;Casa;2.0;4.0;2.0
lago-norte;5200000.0;1159.0;Casa;5.0;5.0;4.0
lago-norte;280000.0;28.0;Kitnet;;1.0;
lago-norte;2850000.0;400.0;Casa;1.0;3.0;5.0
lago-norte;5950000.0;700.0;Casa;4.0;4.0;8.0
lago-norte;2200000.0;486.0;Casa;4.0;4.0;5.0
lago-norte;12000000.0;422.0;Casa;3.0;3.0;5.0
lago-norte;2499000.0;603.0;Casa;3.0;6.0;10.0
lago-norte;2700000.0;890.0;Casa;4.0;4.0;3.0
lago-norte;5950000.0;650.0;Casa;4.0;4.0;8.0
lago-norte;2237500.0;250.0;Casa;3.0;3.0;2.0
lago-norte;365657.0;30.0;Apartamento;;1.0;1.0
lago-norte;2400000.0;600.0;Casa;6.0;6.0;6.0
lago-norte;4800000.0;830.0;Casa;4.0;5.0;3.0
lago-norte;410000.0;180.0;Casa;;3.0;4.0
lago-norte;2800000.0;994.0;Casa;3.0;5.0;3.0
lago-norte;4600000.0;587.0;Casa;4.0;5.0;3.0
lago-norte;2275000.0;300.0;Casa;4.0;4.0;2.0
lago-norte;2250000.0;526.0;Casa;4.0;4.0;10.0
lago-norte;7900000.0;1100.0;Casa;5.0;5.0;4.0
lago-norte;5199999.0;504.0;Casa;5.0;5.0;4.0
lago-sul;4200000.0;1279.0;Casa;5.0;6.0;7.0
lago-sul;2850000.0;487.0;Casa;4.0;4.0;4.0
lago-sul;5200000.0;675.0;Casa;5.0;5.0;5.0
lago-sul;6799000.0;1482.0;Casa;4.0;4.0;8.0
lago-sul;5200000.0;720.0;Casa;5.0;5.0;8.0
lago-sul;6200000.0;694.0;Casa;6.0;6.0;10.0
lago-sul;6150000.0;682.0;Casa;4.0;5.0;3.0
lago-sul;4500000.0;550.0;Casa;4.0;4.0;4.0
lago-sul;3250000.0;700.0;Casa;4.0;4.0;4.0
lago-sul;5390000.0;1000.0;Casa;5.0;5.0;6.0
lago-sul;4750000.0;620.0;Casa;4.0;4.0;4.0
lago-sul;9500000.0;933.0;Casa;5.0;5.0;3.0
lago-sul;5400000.0;700.0;Casa;4.0;4.0;4.0
lago-sul;5200000.0;688.0;Casa;4.0;4.0;2.0
lago-sul;2290000.0;383.0;Casa;2.0;4.0;4.0
lago-sul;6900000.0;710.0;Casa;5.0;5.0;3.0
lago-sul;7300000.0;980.0;Casa;5.0;5.0;4.0
lago-sul;4600000.0;600.0;Casa;5.0;5.0;6.0
lago-sul;3380000.0;600.0;Casa;4.0;4.0;2.0
lago-sul;5100000.0;637.0;Casa;5.0;5.0;4.0
lago-sul;5400000.0;627.0;Casa;6.0;6.0;8.0
lago-sul;2325000.0;300.0;Casa;4.0;4.0;4.0
lago-sul;3970000.0;965.0;Casa;3.0;6.0;20.0
lago-sul;2290000.0;513.0;Casa;2.0;4.0;4.0
lago-sul;5000000.0;760.0;Casa;4.0;7.0;2.0
lago-sul;8500000.0;910.0;Casa;4.0;6.0;5.0
lago-sul;2500000.0;782.0;Casa;5.0;5.0;3.0
lago-sul;2990000.0;560.0;Casa;1.0;5.0;
lago-sul;10000000.0;1550.0;Casa;3.0;5.0;3.0
lago-sul;2999999.0;660.0;Casa;5.0;6.0;4.0
lago-sul;2490000.0;450.0;Casa;2.0;4.0;2.0
lago-sul;2600000.0;550.0;Casa;4.0;4.0;5.0
lago-sul;2445000.0;300.0;Casa;4.0;4.0;4.0
lago-sul;3850000.0;1080.0;Casa;2.0;4.0;8.0
lago-sul;4479000.0;412.0;Casa;4.0;4.0;4.0
lago-sul;9800000.0;639.0;Casa;;2.0;3.0
lago-sul;3400000.0;520.0;Casa;5.0;5.0;4.0
lago-sul;4490000.0;495.0;Casa;5.0;6.0;16.0
lago-sul;9999000.0;20000.0;Casa;5.0;5.0;10.0
lago-sul;4535000.0;500.0;Casa;5.0;5.0;6.0
lago-sul;3562500.0;350.0;Casa;4.0;4.0;6.0
lago-sul;10000000.0;1500.0;Casa;5.0;5.0;4.0
lago-sul;3700000.0;510.0;Casa;;9.0;6.0
lago-sul;15000000.0;1700.0;Casa;5.0;5.0;8.0
lago-sul;4200000.0;274.0;Casa;1.0;3.0;22.0
lago-sul;3100000.0;548.0;Casa;4.0;5.0;6.0
lago-sul;4980000.0;1200.0;Casa;4.0;7.0;40.0
lago-sul;12000000.0;1218.0;Casa;8.0;8.0;4.0
lago-sul;3600000.0;600.0;Casa;5.0;5.0;4.0
lago-sul;5200000.0;800.0;Casa;5.0;5.0;4.0
lago-sul;3300000.0;500.0;Casa;3.0;4.0;6.0
lago-sul;6000000.0;800.0;Casa;5.0;5.0;4.0
lago-sul;3887500.0;450.0;Casa;4.0;4.0;4.0
lago-sul;1480000.0;500.0;Casa;2.0;4.0;4.0
lago-sul;4100000.0;700.0;Casa;5.0;6.0;4.0
lago-sul;2568750.0;325.0;Casa;4.0;4.0;4.0
park-way;3600000.0;808.0;Casa;3.0;4.0;3.0
park-way;3200000.0;500.0;Casa;4.0;4.0;4.0
park-way;3450000.0;1100.0;Casa;5.0;5.0;6.0
park-way;6990000.0;1520.0;Casa;7.0;7.0;8.0
park-way;4370000.0;650.0;Casa;4.0;4.0;9.0
park-way;3300000.0;860.0;Casa;5.0;6.0;6.0
park-way;3000000.0;611.0;Casa;4.0;4.0;4.0
park-way;2190000.0;420.0;Casa;2.0;3.0;3.0
park-way;3350000.0;1800.0;Casa;4.0;4.0;4.0
park-way;4075000.0;500.0;Casa;5.0;5.0;4.0
park-way;2999000.0;1000.0;Casa;4.0;6.0;4.0
park-way;3100000.0;667.0;Casa;5.0;5.0;4.0
park-way;4100000.0;650.0;Casa;2.0;4.0;
park-way;4700000.0;840.0;Casa;5.0;5.0;6.0
park-way;3200000.0;420.0;Casa;3.0;4.0;
park-way;500000.0;400.0;Casa;1.0;2.0;
park-way;2480000.0;478.0;Casa;2.0;4.0;4.0
park-way;1600000.0;280.0;Casa;4.0;4.0;4.0
park-way;1590000.0;802.0;Casa;5.0;5.0;8.0
park-way;2970000.0;924.0;Casa;4.0;6.0;10.0
park-way;1400000.0;300.0;Casa;2.0;3.0;1.0
park-way;3125000.0;300.0;Casa;4.0;4.0;2.0
park-way;1700000.0;360.0;Casa;3.0;3.0;2.0
park-way;2200000.0;740.0;Casa;5.0;5.0;6.0
park-way;2930000.0;680.0;Casa;3.0;5.0;6.0
park-way;3500000.0;583.0;Casa;4.0;4.0;4.0
park-way;1850000.0;470.0;Casa;4.0;4.0;4.0
park-way;2699000.0;533.0;Casa;5.0;6.0;5.0
park-way;1750000.0;500.0;Casa;4.0;4.0;6.0
park-way;6500000.0;860.0;Casa;5.0;5.0;4.0
park-way;2400000.0;450.0;Casa;4.0;4.0;4.0
park-way;4900000.0;850.0;Casa;4.0;4.0;4.0
park-way;2480000.0;478.0;Casa;2.0;4.0;5.0
park-way;2900000.0;470.0;Casa;;4.0;4.0
park-way;1780000.0;950.0;Casa;5.0;9.0;6.0
park-way;2450000.0;480.0;Casa;4.0;5.0;6.0
park-way;3989000.0;790.0;Casa;3.0;4.0;3.0
park-way;4750000.0;2500.0;Casa;2.0;4.0;12.0
park-way;2100000.0;500.0;Casa;2.0;4.0;3.0
park-way;2500000.0;550.0;Casa;4.0;4.0;4.0
park-way;1790000.0;650.0;Casa;4.0;4.0;5.0
park-way;6500000.0;1000.0;Casa;4.0;4.0;
park-way;1990000.0;458.0;Casa;4.0;4.0;
park-way;1890000.0;403.0;Casa;2.0;4.0;4.0
park-way;3350000.0;800.0;Casa;4.0;4.0;4.0
park-way;3300000.0;600.0;Casa;1.0;3.0;4.0
park-way;2700000.0;800.0;Casa;4.0;4.0;4.0
park-way;2100000.0;580.0;Casa;4.0;6.0;5.0
park-way;2200000.0;610.0;Casa;3.0;4.0;4.0
park-way;4100000.0;670.0;Casa;4.0;4.0;5.0
park-way;3450000.0;1100.0;Casa;5.0;5.0;6.0
park-way;2100000.0;450.0;Casa;1.0;4.0;
sudoeste;520000.0;60.0;Apartamento;;2.0;
sudoeste;550000.0;62.0;Apartamento;;2.0;
sudoeste;3525000.0;261.0;Apartamento;4.0;4.0;3.0
sudoeste;2890000.0;308.0;Apartamento;4.0;4.0;4.0
sudoeste;2980000.0;320.0;Apartamento;3.0;4.0;2.0
sudoeste;3100000.0;259.0;Apartamento;4.0;4.0;3.0
sudoeste;5850000.0;397.0;Apartamento;4.0;4.0;4.0
sudoeste;260000.0;34.0;Kitnet;;1.0;
sudoeste;2300000.0;286.0;Apartamento;3.0;4.0;4.0
sudoeste;1180000.0;98.0;Apartamento;1.0;3.0;1.0
sudoeste;8600000.0;598.0;Apartamento;4.0;4.0;6.0
sudoeste;2090000.0;161.0;Apartamento;2.0;4.0;2.0
sudoeste;560000.0;55.0;Apartamento;1.0;1.0;1.0
sudoeste;4038609.0;230.0;Apartamento;4.0;4.0;4.0
sudoeste;3300000.0;250.0;Apartamento;2.0;4.0;3.0
sudoeste;930000.0;88.0;Apartamento;;2.0;1.0
sudoeste;1060000.0;78.0;Apartamento;1.0;2.0;1.0
sudoeste;2300000.0;180.0;Apartamento;3.0;4.0;2.0
sudoeste;1060000.0;78.0;Apartamento;1.0;3.0;1.0
sudoeste;1680000.0;154.0;Apartamento;2.0;4.0;2.0
sudoeste;255000.0;26.0;Kitnet;1.0;1.0;1.0
sudoeste;560000.0;55.0;Apartamento;;1.0;1.0
sudoeste;2534856.0;172.0;Apartamento;4.0;4.0;3.0
sudoeste;519000.0;61.0;Apartamento;1.0;2.0;
sudoeste;1370000.0;112.0;Apartamento;1.0;3.0;1.0
sudoeste;3320211.0;236.0;Apartamento;4.0;4.0;4.0
sudoeste;1050000.0;91.0;Apartamento;1.0;3.0;1.0
sudoeste;2900000.0;245.0;Apartamento;2.0;4.0;3.0
sudoeste;620000.0;61.0;Apartamento;;2.0;
sudoeste;2850000.0;198.0;Apartamento;3.0;4.0;2.0
sudoeste;2730480.0;178.0;Apartamento;4.0;4.0;3.0
sudoeste;1230000.0;97.0;Apartamento;1.0;3.0;2.0
sudoeste;285000.0;28.0;Kitnet;1.0;1.0;
sudoeste;670000.0;62.0;Apartamento;1.0;2.0;
sudoeste;159000.0;23.0;Kitnet;;1.0;
sudoeste;3320000.0;236.0;Apartamento;4.0;4.0;4.0
sudoeste;1100000.0;90.0;Apartamento;1.0;3.0;1.0
sudoeste;680000.0;68.0;Apartamento;;2.0;1.0
sudoeste;2495000.0;202.0;Apartamento;2.0;4.0;2.0
sudoeste;3950000.0;346.0;Apartamento;3.0;3.0;3.0
sudoeste;230000.0;25.0;Kitnet;;1.0;1.0
sudoeste;259000.0;33.0;Apartamento;1.0;1.0;
sudoeste;3450000.0;287.0;Apartamento;4.0;4.0;4.0
sudoeste;1670000.0;147.0;Apartamento;1.0;4.0;2.0
sudoeste;230000.0;27.0;Apartamento;1.0;1.0;
sudoeste;5200000.0;437.0;Apartamento;4.0;4.0;4.0
sudoeste;950000.0;87.0;Apartamento;;3.0;1.0
sudoeste;1349000.0;125.0;Apartamento;1.0;3.0;1.0
sudoeste;2500000.0;202.0;Apartamento;1.0;4.0;2.0
sudoeste;1170000.0;92.0;Apartamento;1.0;3.0;1.0
sudoeste;345000.0;42.0;Apartamento;;1.0;1.0
sudoeste;7868749.0;548.0;Apartamento;4.0;4.0;6.0
sudoeste;660000.0;68.0;Apartamento;;2.0;1.0
sudoeste;280000.0;28.0;Kitnet;;1.0;
sudoeste;259000.0;40.0;Kitnet;1.0;1.0;1.0
sudoeste;7868682.0;548.0;Apartamento;4.0;4.0;6.0
park-sul;2190000.0;165.0;Apartamento;4.0;4.0;3.0
park-sul;798479.0;75.0;Apartamento;1.0;1.0;2.0
park-sul;418851.0;34.0;Apartamento;;1.0;1.0
park-sul;306133.0;26.0;Apartamento;;1.0;1.0
park-sul;1460000.0;97.0;Apartamento;1.0;3.0;2.0
park-sul;1921468.0;154.0;Apartamento;4.0;4.0;3.0
park-sul;1665000.0;121.0;Apartamento;2.0;4.0;2.0
park-sul;1100000.0;77.0;Apartamento;1.0;2.0;2.0
park-sul;373350.0;33.0;Apartamento;;1.0;1.0
park-sul;2582454.0;202.0;Apartamento;4.0;4.0;4.0
park-sul;1650000.0;121.0;Apartamento;4.0;4.0;2.0
park-sul;1038196.0;102.0;Apartamento;1.0;1.0;2.0
park-sul;302083.0;25.0;Apartamento;1.0;1.0;1.0
park-sul;400000.0;38.0;Apartamento;1.0;1.0;2.0
park-sul;1799000.0;117.0;Apartamento;2.0;3.0;2.0
park-sul;318000.0;36.0;Kitnet;;1.0;1.0
park-sul;363586.0;32.0;Apartamento;1.0;1.0;1.0
park-sul;419000.0;34.0;Apartamento;;1.0;1.0
park-sul;1040000.0;79.0;Apartamento;1.0;3.0;2.0
park-sul;1040000.0;77.0;Apartamento;1.0;3.0;
park-sul;496462.0;42.0;Apartamento;;1.0;1.0
